Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Hong Zhu, Zhenquan Jia, Yunbo Robert Li, Igor Danelisen","Molecular mechanisms of action of metformin: latest advances and therapeutic implications.",2023,"Clinical and experimental medicine","","","",640,"2023-04-11 18:38:36","Journal Article","10.1007/s10238-023-01051-y","1591-9528","",,,1,11,0,0.00,0,4,1,"Metformin is among the most widely used antidiabetic drugs. Studies over the past few years have identified multiple novel molecular targets and pathways that metformin acts on to exert its beneficial effects in treating type 2 diabetes as well as other disorders involving dysregulated inflammation and redox homeostasis. In this mini-review, we discuss the latest cutting-edge research discoveries on novel molecular targets of metformin in glycemic control, cardiovascular protection, cancer intervention, anti-inflammation, antiaging, and weight control. Identification of these novel targets and pathways not only deepens our understanding of the molecular mechanisms by which metformin exerts diverse beneficial biological effects, but also provides opportunities for developing new mechanistically based drugs for human diseases.","",""
0,"Alison D McNeilly, Jennifer R Gallagher, Mark L Evans, Bastiaan E de Galan, Ulrik Pedersen-Bjergaard, Bernard Thorens, Albena T Dinkova-Kostova, Jeffrey-T Huang, Michael L J Ashford, Rory J McCrimmon","Chronic hyperglycaemia increases the vulnerability of the hippocampus to oxidative damage induced during post-hypoglycaemic hyperglycaemia in a mouse model of chemically induced type 1 diabetes.",2023,"Diabetologia","","","",641,"2023-04-11 18:38:36","Journal Article","10.1007/s00125-023-05907-6","1432-0428","",,,,,0,0.00,0,10,1,"Chronic hyperglycaemia and recurrent hypoglycaemia are independently associated with accelerated cognitive decline in type 1 diabetes. Recurrent hypoglycaemia in rodent models of chemically induced (streptozotocin [STZ]) diabetes leads to cognitive impairment in memory-related tasks associated with hippocampal oxidative damage. This study examined the hypothesis that post-hypoglycaemic hyperglycaemia in STZ-diabetes exacerbates hippocampal oxidative stress and explored potential contributory mechanisms. The hyperinsulinaemic glucose clamp technique was used to induce equivalent hypoglycaemia and to control post-hypoglycaemic glucose levels in mice with and without STZ-diabetes and Nrf2-/- mice (lacking Nrf2 [also known as Nfe2l2]). Subsequently, quantitative proteomics based on stable isotope labelling by amino acids in cell culture and biochemical approaches were used to assess oxidative damage and explore contributory pathways. Evidence of hippocampal oxidative damage was most marked in mice with STZ-diabetes exposed to post-hypoglycaemic hyperglycaemia; these mice also showed induction of Nrf2 and the Nrf2 transcriptional targets Sod2 and Hmox-1. In this group, hypoglycaemia induced a significant upregulation of proteins involved in alternative fuel provision, reductive biosynthesis and degradation of damaged proteins, and a significant downregulation of proteins mediating the stress response. Key differences emerged between mice with and without STZ-diabetes following recovery from hypoglycaemia in proteins mediating the stress response and reductive biosynthesis. There is a disruption of the cellular response to a hypoglycaemic challenge in mice with STZ-induced diabetes that is not seen in wild-type non-diabetic animals. The chronic hyperglycaemia of diabetes and post-hypoglycaemic hyperglycaemia act synergistically to induce oxidative stress and damage in the hippocampus, possibly leading to irreversible damage/modification to proteins or synapses between cells. In conclusion, recurrent hypoglycaemia in sub-optimally controlled diabetes may contribute, at least in part, to accelerated cognitive decline through amplifying oxidative damage in key brain regions, such as the hippocampus. The datasets generated during and/or analysed during the current study are available in ProteomeXchange, accession no. 1-20220824-173727 ( www.proteomexchange.org ). Additional datasets generated during and/or analysed during the present study are available from the corresponding author upon reasonable request.","",""
0,"Yanqing Xing, Zhenxia Zhang, Jiansheng Yin, Yi Liu, Ziwei Shuai, Zhihong Liu, Xinrui Tian, Shouan Ren","Utilization of the GOAL questionnaire as a standardized screening tool for obstructive sleep apnea.",2023,"Scientific reports","","","",642,"2023-04-11 18:38:36","Journal Article","10.1038/s41598-023-31247-x","2045-2322","",13,1,5489,,0,0.00,0,8,1,"The purpose of our study was to evaluate the application value of the GOAL questionnaire in screening obstructive sleep apnea (OSA) and to compare it with the other three questionnaires in sleep clinics. A cross-sectional study was conducted in 436 patients who had undergone nocturnal polysomnography in the sleep unit of the First Hospital of Shanxi Medical University between September 2021 and May 2022, and all patients completed the four questionnaires (GOAL questionnaire, STOP-Bang questionnaire, NoSAS score and No-Apnea score) truthfully, and the patients were divided into 3 groups: AHI ≥ 5 events/h group, AHI ≥ 15 events/h group and AHI ≥ 30 events/h group. The predictive effect of the questionnaire on different AHI cut-off values was calculated, and performance of four questionnaires was assessed by the discriminatory ability. This study ultimately included 410 patients, and there were statistically significant differences in gender, age, BMI, neck circumference, clinical symptoms, hypertension, diabetes, AHI, and minimum oxygen saturation between OSA and non-OSA groups (P < 0.05). The AUC for No-Apnea score was 0.79, the AUC for STOP-Bang questionnaire was 0.86, the AUC for NoSAS score was 0.81, and the AUC for GOAL questionnaire was 0.77. These four questionnaires were effective in screening OSA when AHI ≥ 15 events/h. Similar to No-Apnea score, STOP-Bang score and NoSAS score, GOAL questionnaire has a good predictive value for OSA, which is a questionnaire suitable for primary health-care centers and clinics.","",""
0,"Junjie Wang, Ziping Qi, Yun Wu, Aoli Wang, Qingwang Liu, Fengming Zou, Beilei Wang, Shuang Qi, Jiangyan Cao, Chen Hu, Chenliang Shi, Qianmao Liang, Li Wang, Jing Liu, Wenchao Wang, Qingsong Liu","Discovery of IHMT-MST1-39 as a novel MST1 kinase inhibitor and AMPK activator for the treatment of diabetes mellitus.",2023,"Signal transduction and targeted therapy","","","",643,"2023-04-11 18:38:36","Journal Article","10.1038/s41392-023-01352-4","2059-3635","",8,1,143,,0,0.00,0,16,1,"Insulin-producing pancreatic β cell death is the fundamental cause of type 1 diabetes (T1D) and a contributing factor to type 2 diabetes (T2D). Moreover, metabolic disorder is another hallmark of T2D. Mammalian sterile 20-like kinase 1 (MST1) contributes to the progression of diabetes mellitus through apoptosis induction and acceleration of pancreatic β cell dysfunction. AMP-activated protein kinase (AMPK) is an energy sensing kinase and its activation has been suggested as a treatment option for metabolic diseases. Thus, pharmacological inhibition of MST1 and activation of AMPK simultaneously represents a promising approach for diabetes therapy. Here, we discovered a novel selective MST1 kinase inhibitor IHMT-MST1-39, which exhibits anti-apoptosis efficacy and improves the survival of pancreatic β cells under diabetogenic conditions, as well as primary pancreatic islets in an ex vivo disease model. Mechanistically, IHMT-MST1-39 activated AMPK signaling pathway in hepatocytes in vitro, combination of IHMT-MST1-39 and metformin synergistically prevented hyperglycemia and significantly ameliorated glucose tolerance and insulin resistance in diabetic mice. Taken together, IHMT-MST1-39 is a promising anti-diabetic candidate as a single agent or in combination therapy for both T1D and T2D.","",""
0,"Xiaocen Chang, Jia Li","Effect of mesenchymal stromal cells-derived extracellular vesicles as a treatment to heal diabetic wounds: A meta-analysis.",2023,"International wound journal","","","",644,"2023-04-11 18:38:36","Journal Article","10.1111/iwj.14161","1742-481X","",,,,,0,0.00,0,2,1,"A meta-analysis study to assess the influence of mesenchymal stromal cells-derived extracellular vesicles (MSC-EVs) as a treatment to heal the diabetic wound (DW). A comprehensive literature examination till February 2023 was implemented and 2975 linked studies were appraised. The picked studies contained 381 animals with diabetes mellitus in the picked studies' baseline, 217 of them were using MSC-EVs, and 173 were using control. Odds ratio in addition to 95% confidence intervals (CIs) were used to calculate the consequence of MSC-EVs as a therapy to heal DWs by the dichotomous and continuous styles and a fixed or random model. MSCs-EVs had a significantly higher rate of wound closure of DWs (Mean deviation [MD], 22.20; 95% CI, 19.16-25.24, P < .001), lower width of the scar (MD, -2.57; 95% CI, -3.35 to -1.79, P < .001), higher collagen deposition (MD, 30.82; 95% CI, 20.77-40.86, P < .001), and a higher rate of re-epithelialisation (MD, 34.36; 95% CI, 20.13-48.58, P < .001) compared with the control. MSCs-EVs had a significantly higher rate of wound closure of DWs, lower width of the scar, higher collagen deposition, and higher rate of re- epithelialisation compared with the control. Although precautions should be taken when commerce with the consequences because all of the picked studies for this meta-analysis was with low sample sizes.","",""
0,"Alina Herrmann, Anais Gonnet, Roche Modeste Millogo, Wendmintiri Jeanne d'Arc Kabré, Tenin Rosine Beremwidougou, Issa Coulibaly, Idrissa Ouili, Souleymane Zoromé, Konstantin Weil, Hannah Fuelbert, Abdramane Soura, Ina Danquah","Sustainable dietary weight loss intervention and its effects on cardiometabolic parameters and greenhouse gas emissions: study protocol of a randomised controlled trial with overweight and obese adults in Ouagadougou, Burkina Faso.",2023,"BMJ open","","","",645,"2023-04-11 18:38:36","Clinical Trial Protocol","10.1136/bmjopen-2022-070524","2044-6055","",13,4,,,0,0.00,0,12,1,"The global obesity epidemic and its adverse health effects have reached sub-Saharan Africa. In some urban settings, like Burkina Faso's capital Ouagadougou, up to 43% of the adult population are overweight or obese. At the same time, modernised food systems are responsible for 26% of global greenhouse gas emissions, 50% of land use and 70% of freshwater use. International guidelines on the treatment of overweight and obesity recommend dietary intervention programmes that promote reduced calorie intake and increased physical activity. So far, weight loss interventions rarely consider sustainable dietary concepts, including healthfulness, affordability, cultural appropriateness and environmental friendliness. Therefore, we present a study protocol of a novel randomised controlled trial that aims to establish the effects of a sustainable weight loss intervention on cardiometabolic and environmental outcomes in urban Burkina Faso. We conduct a non-blinded randomised controlled trial, comparing a 6-month sustainable diet weight loss intervention programme (n=125) with a standard weight loss information material and 5 min oral counselling at baseline (n=125). Primary outcome is a reduction in fasting plasma glucose of ≥0.1 mmol/L. Outcome measures are assessed at baseline, after 6 months and after 12 months. Ethical approval for the study has been obtained from the Medical Faculty of Heidelberg University (S-376/2019) and from the Ministry of Health and the Ministry of Higher Education, Scientific Research and Innovation in Ouagadougou, Burkina Faso (No 2021-01-001). The results of the study will be disseminated to local stakeholders at a final project meeting and to the wider research community through peer-reviewed publications and conferences. DRKS00025991.","",""
0,"Garudam Raveendiran Aarthi, Thaharullah Shah Mehreen Begum, Suzana Al Moosawi, Dian Kusuma, Harish Ranjani, Rajendra Paradeepa, Venkatasubramanian Padma, Viswanathan Mohan, Ranjit Mohan Anjana, Daniela Fecht","Associations of the built environment with type 2 diabetes in Asia: a systematic review.",2023,"BMJ open","","","",646,"2023-04-11 18:38:36","Systematic Review","10.1136/bmjopen-2022-065431","2044-6055","",13,4,,,0,0.00,0,10,1,"Our study aimed to systematically review the literature and synthesise findings on potential associations of built environment characteristics with type 2 diabetes (T2D) in Asia. Systematic review of the literature. Online databases Medline, Embase and Global Health were used to identify peer-reviewed journal articles published from inception to 23 January 2023. Eligible studies included cohort, cross-sectional and case-control studies that explored associations of built environment characteristics with T2D among adults 18 years and older in Asia. Covidence online was used to remove duplicates and perform title, abstract and full-text screening. Data extraction was carried out by two independent reviewers using the OVID database and data were imported into MS Excel. Out of 5208 identified studies, 28 studies were included in this systematic review. Due to heterogeneity in study design, built environment and outcome definitions, a semiqualitative analysis was conducted, which synthesised results using weighted z-scores. Five broad categories of built environment characteristics were associated with T2D in Asia. These included urban green space, walkability, food environment, availability and accessibility of services such as recreational and healthcare facilities and air pollution. We found very strong evidence of a positive association of particulate matter (PM2.5, PM10), nitrogen dioxide and sulfur dioxide (p<0.001) with T2D risk. Several built environment attributes were significantly related to T2D in Asia. When compared with Western countries, very few studies have been conducted in Asia. Further research is, therefore, warranted to establish the importance of the built environment on T2D. Such evidence is essential for public health and planning policies to (re)design neighbourhoods and help improve public health across Asian countries. CRD42020214852.","",""
0,"Santosh Kumar Sharma, Devaki Nambiar, Jaison Joseph","Hidden educational inequalities in high blood pressure and high blood glucose levels in Kerala: evidence from the National Family Health Survey (2019-2021).",2023,"BMJ open","","","",647,"2023-04-11 18:38:36","Journal Article","10.1136/bmjopen-2022-068553","2044-6055","",13,4,,,0,0.00,0,3,1,"This study assesses educational inequalities in measured as well as self-reported high blood pressure (BP) and high blood glucose (BG) in the southern Indian state of Kerala, which is known to have high chronic disease morbidity. The present findings are drawn from a large-scale, nationally representative cross-sectional study. India's Demographic and Health Survey (conducted in 2019-2021) had data on 36 526 individuals aged 15 years and above in the state of Kerala, India. Measured high BP and BG; self-reported high BP and BG; as well as self-reported BP and BG testing. Descriptive statistics, bivariate analysis, along with multivariate statistics, were used. Educational inequalities were assessed through absolute and relative complex measures of inequality, namely the Slope Index of Inequality (SII) and Relative Concentration Index (RCI), respectively, with 95% CIs. The largest margin of inequality in Kerala, between the least and the most educated groups, was observed for measured high BP (57.7% and 17.6%). Measured high BP (SII -45.4% (95% CI -47.3% to -43.4%); RCI -26.6% (95% CI -27.9% to -25.3%)), self-reported high BP (SII -34.5% (95% CI -36.3% to -32.7%); RCI -19.0% (95% CI -20.1% to -17.9%)). High BG levels were concentrated among those with lower educational attainment (SII -26.6% (95% CI -28.6% to -24.7%); RCI -15.7% (95% CI -16.9% to -14.5%)), represented by negative SII and RCI values. The study findings suggest that research and programme efforts need to be redoubled to determine what is driving greater vulnerability to non-communicable diseases among population with lower educational attainment on the one hand and the possible role that improving education access can be on health outcomes, on the other hand. Further research should explore relevant intersections with low education.","",""
0,"Won Kyoung Cho","Commentary on &quot;The prevalence of diabetic peripheral neuropathy in youth with diabetes mellitus&quot.",2023,"Annals of pediatric endocrinology & metabolism","","","",648,"2023-04-11 18:38:36","Editorial","10.6065/apem.2322046edi06","2287-1012","",28,1,1,2,0,0.00,0,1,1,"","",""
0,"Qingshan Hou, Peng Cao, Liyu Jia, Leqi Chen, Jinzhu Yang, Osmar R Zaiane","Image Quality Assessment Guided Collaborative Learning of Image Enhancement and Classification for Diabetic Retinopathy Grading.",2022,"IEEE journal of biomedical and health informatics","","","",649,"2023-04-11 18:38:36","Journal Article","10.1109/JBHI.2022.3231276","2168-2208","",,,,,0,0.00,0,6,1,"Diabetic retinopathy (DR) is one of the most serious complications of diabetes and is a prominent cause of permanent blindness. However, the low-quality fundus images increase the uncertainty of clinical diagnosis, resulting in a significant decrease on the grading performance of the fundus images. Therefore, enhancing the image quality is essential for predicting the grade level in DR diagnosis. In essence, we are faced with three challenges: (I) How to appropriately evaluate the quality of fundus images; (II) How to effectively enhance low-quality fundus images for providing reliable fundus images to ophthalmologists or automated analysis systems; (III) How to jointly train the quality assessment and enhancement for improving the DR grading performance. Considering the importance of image quality assessment and enhancement for DR grading, we propose a collaborative learning framework to jointly train the subnetworks of the image quality assessment as well as enhancement, and DR disease grading in a unified framework. The key contribution of the proposed framework lies in modelling the potential correlation of these tasks and the joint training of these subnetworks, which significantly improves the fundus image quality and DR grading performance. Our framework is a general learning model, which may be useful in other medical images with low-quality data. Extensive experimental results have shown that our method outperforms state-of-the-art DR grading methods by a considerable 73.6% ACC/71.2% Kappa and 88.5% ACC/86.3% Kappa on Messidor and EyeQ benchmark datasets, respectively. In addition, our method significantly enhances the low-quality fundus images while preserving fundus structure features and lesion information. To make the framework more general, we also evaluate the enhancement results in more downstream tasks, such as vessel segmentation.","",""
0,"Zhengguo Tan, Christina Unterberg-Buchwald, Moritz Blumenthal, Nick Scholand, Philip Schaten, Christian Holme, Xiaoqing Wang, Dirk Raddatz, Martin Uecker","Free-Breathing Liver Fat, R*2 and B0 Field Mapping Using Multi-Echo Radial FLASH and Regularized Model-based Reconstruction.",2022,"IEEE transactions on medical imaging","","","",650,"2023-04-11 18:38:36","Journal Article","10.1109/TMI.2022.3228075","1558-254X","",,,,,0,0.00,0,9,1,"This work introduced a stack-of-radial multi-echo asymmetric-echo MRI sequence for free-breathing liver volumetric acquisition. Regularized model-based reconstruction was implemented in Berkeley Advanced Reconstruction Toolbox (BART) to jointly estimate all physical parameter maps (water, fat, R*2, and B0 field inhomogeneity maps) and coil sensitivity maps from self-gated k-space data. Specifically, locally low rank and temporal total variation regularization were employed directly on physical parameter maps. The proposed free-breathing radial technique was tested on a water/fat & iron phantom, a young volunteer, and obesity/diabetes/hepatic steatosis patients. Quantitative fat fraction and R*2 accuracy were confirmed by comparing our technique with the reference breath-hold Cartesian scan. The multi-echo radial sampling sequence achieves fast k-space coverage and is robust to motion. Moreover, the proposed motion-resolved model-based reconstruction allows for free-breathing liver fat and R*2 quantification in multiple motion states. Overall, our proposed technique offers a convenient tool for non-invasive liver assessment with no breath holding requirement.","",""
0,"José Ignacio Martínez-Montoro, Marta Generoso-Piñar, Luis Ocaña-Wilhelmi, Carolina Gutiérrez-Repiso, Ana Sánchez-García, Rocío Soler-Humanes, José Luis Fernández-Serrano, Pilar Sánchez-Gallego, José M Martínez-Moreno, Eduardo García-Fuentes, Francisco J Tinahones, Lourdes Garrido-Sánchez","Hypertension and hypercholesterolemia are predictive factors associated with type 2 diabetes persistence after metabolic surgery: A prospective study.",2023,"Diabetes research and clinical practice","","","",651,"2023-04-11 18:38:36","Journal Article","10.1016/j.diabres.2023.110650","1872-8227","",199,,110650,,0,0.00,0,12,1,"Metabolic surgery is the most effective therapeutic strategy for the management of type 2 diabetes (T2DM). Several preoperative clinical factors have been associated with T2DM remission after metabolic surgery. However, other potential predictors remain unexplored. To assess the role of basal (pre-surgery) clinical and biochemical parameters in T2DM remission after metabolic surgery. A prospective study including 98 patients with T2DM undergoing metabolic surgery was performed. Clinical, anthropometric, and biochemical data were collected at baseline and 1 year following metabolic surgery. Patients without T2DM remission 1 year after metabolic surgery presented a longer duration of diabetes and higher glycated hemoglobin (HbA1c) levels; a higher percentage of these subjects were using insulin therapy, antihypertensive drugs, and lipid-lowering therapies before metabolic surgery, compared to those patients with T2DM remission. A lower percentage of T2DM remission after metabolic surgery was observed among patients with hypertension/hypercholesterolemia before surgery, compared to those patients without hypertension/hypercholesterolemia (51.7 % vs 86.8 %, p < 0.001, and 38.5 % vs 75 %, p < 0.001, respectively), and among patients with longer duration of diabetes (≥5 years vs <5 years; 44.4 % vs 83 %, respectively; p < 0.001). In the logistic regression model, diabetes duration, basal HbA1c, and the presence of hypertension and hypercholesterolemia before surgery were inversely related to T2DM remission following metabolic surgery, after adjusting for sex, age, waist circumference, and type of surgery. In a cohort of patients with obesity and T2DM, preoperative hypertension and hypercholesterolemia, together with a longer diabetes duration and higher HbA1c concentrations, were independent predictors of T2DM persistence after metabolic surgery.","",""
0,"Ying Jie Chee, Rinkoo Dalan","Repurposing exercise training and pharmacological therapies to address the post-acute sequelae of COVID-19 (PASC) in diabetes mellitus.",2023,"Diabetes research and clinical practice","","","",652,"2023-04-11 18:38:36","Journal Article","10.1016/j.diabres.2023.110651","1872-8227","",199,,110651,,0,0.00,0,2,1,"","",""
0,"Einas H Alkhatib, Andrew Dauber, Doris Elizabeth Estrada, Shideh Majidi","Weekly Growth Hormone (Lonapegsomatropin) Causes Severe Transient Hyperglycemia in a Child with Obesity.",2023,"Hormone research in paediatrics","","","",653,"2023-04-11 18:38:36","Case Reports","10.1159/000530522","1663-2826","",,,,,0,0.00,0,4,1,"A 12-year-9-month-old non-Hispanic black male with a history of growth hormone deficiency (GHD), pituitary hypoplasia, pre-diabetes, obesity, hypertension, and hyperlipidemia was initiated on weekly growth hormone (lonapegsomatropin-tcgd) and then transiently developed symptomatic hyperglycemia to 500 mg/dL. We aim to describe this medication effect. He was born full term and appropriate for gestational age. He was referred to endocrinology at 3.5 years for short stature with a height SDS of -2.48. IGF-1 51.1 ng/mL and IGFBP-3 1.2 ng/mL were low. GH stimulation test noted baseline and peak GH of 0.1 ng/mL. MRI brain showed hypoplastic adenohypophysis, aplastic pituitary stalk, and ectopic neurohypophysis. There had been difficulty with adherence daily GH over the following nine years. BMI trajectory rose to above 180% of the 95th percentile. By age 12, A1c was 6.6%. Metformin was started and increased to 1000 mg twice daily. Subsequent A1c was 6.0%. Due to poor compliance with daily GH, at 12-years-9-months, he was initiated on 22 mg (0.25 mg/kg/week) of weekly lonapegsomatropin-tcgd to improve compliance. The day after his first injection, he developed non-bloody, non-bilious emesis. He denied headaches and endorsed polyuria. Due to concern for increased intracranial pressure, he was sent to the Emergency Department; however, ophthalmologic exam was negative. Initial serum glucose was 500 mg/dL, then 336 mg/dL after one-liter normal saline. Hemoglobin A1c was 5.7%, urine glucose 3+ mg/dL, and urine ketones 2+ mg/dL. Venous pH of 7.379 and bicarbonate of 20.6 mmol/L ruled out diabetic ketoacidosis. Metformin was held during the hospitalization. Hyperglycemia rapidly improved with transient insulin administration. He received one dose of glargine 20 units. He was initiated on lispro carb ratio of 1:8 and correction factor 1:15 for target glucose 150 mg/dL. By day four, glucoses were below 100 mg/dL; lispro was discontinued and he was discharged home. Weekly GH was discontinued with plans to resume daily GH therapy in several months. To conclude, lonapegsomatropin-tcgd offers the convenience of a weekly, rather than daily GH treatment; however, this patient developed a rapid increase in insulin resistance and hyperglycemia requiring insulin. The discrepancy between the glucose of 500 mg/dL and A1c of 5.7%, along with the rapid resolution of hyperglycemia is further consistent with a medication side effect. Close glucose monitoring of patients initiated on weekly growth hormone is crucial, particularly in those with a history of pre-diabetes.","",""
0,"Stefanie Thöni, Felix Keller, Sara Denicolò, Susanne Eder, Lukas Buchwinkler, László Rosivall, Andrzej Wiecek, Patrick Barry Mark, Peter Rossing, Hiddo L Heerspink, Gert Mayer","International Variability of Renal and Cardiovascular Outcomes and Mortality in Patients with Type 2 Diabetes Mellitus in Europe.",2023,"Kidney & blood pressure research","","","",654,"2023-04-11 18:38:36","Journal Article","10.1159/000528438","1423-0143","",48,1,165,174,0,0.00,0,11,1,"Type 2 diabetes and its complications represent a huge burden to public health. With this prospective, observational cohort study, we aimed to estimate and to compare the incidence rate (IR) of renal and cardiovascular outcomes and all-cause mortality in patients with type 2 diabetes in different European countries. The renal endpoint was a composite of a sustained decline in estimated GFR of at least 40%, a sustained increase in albuminuria of at least 30% including a transition in albuminuria class, progression to kidney failure with replacement therapy, or death from renal causes. The cardiovascular endpoint was a composite of death from cardiovascular causes, nonfatal myocardial infarction, or nonfatal stroke. 3,131 participants from four European countries (Austria, Hungary, The Netherlands, and Scotland) with a median follow-up time of 4.4 years were included. IRs were adjusted for several risk factors including sex, age, estimated GFR, albuminuria, HbA1c, blood pressure, and duration of type 2 diabetes. Across countries, the adjusted IR for the renal endpoint was significantly higher in Hungary and Austria, and the adjusted IR for the cardiovascular endpoint was significantly higher in Scotland and Austria. All-cause mortality was significantly higher in Scotland compared to all other countries. Our findings show how the longitudinal outcome of patients with type 2 diabetes varies significantly across European countries even after accounting for the distribution of underlying risk factors.","",""
0,"Robin van Eenige, Zhixiong Ying, Naomi Tramper, Vera Wiebing, Zohor Siraj, Jan Freark de Boer, Joost M Lambooij, Bruno Guigas, Hongchang Qu, Tamer Coskun, Mariëtte R Boon, Patrick C N Rensen, Sander Kooijman","Combined glucose-dependent insulinotropic polypeptide receptor and glucagon-like peptide-1 receptor agonism attenuates atherosclerosis severity in APOE*3-Leiden.CETP mice.",2023,"Atherosclerosis","","","",655,"2023-04-11 18:38:36","Journal Article","10.1016/j.atherosclerosis.2023.03.016","1879-1484","",372,,19,31,0,0.00,0,13,1,"Combined agonism of the glucose-dependent insulinotropic polypeptide receptor (GIPR) and the glucagon-like peptide-1 receptor (GLP1R) is superior to single GLP1R agonism in terms of glycemic control and lowering body weight in individuals with obesity and with or without type 2 diabetes mellitus. As both GIPR and GLP1R signaling have also been implicated in improving inflammatory responses and lipid handling, two crucial players in atherosclerosis development, here we aimed to investigate the effects of combined GIPR/GLP1R agonism in APOE*3-Leiden.CETP mice, a well-established mouse model for human-like lipoprotein metabolism and atherosclerosis development. Female APOE*3-Leiden.CETP mice were fed a Western-type diet (containing 16% fat and 0.15% cholesterol) to induce dyslipidemia, and received subcutaneous injections with either vehicle, a GIPR agonist (GIPFA-085), a GLP1R agonist (GLP-140) or both agonists. In the aortic root area, atherosclerosis development was assessed. Combined GIPR/GLP1R agonism attenuated the development of severe atherosclerotic lesions, while single treatments only showed non-significant improvements. Mechanistically, combined GIPR/GLP1R agonism decreased markers of systemic low-grade inflammation. In addition, combined GIPR/GLP1R agonism markedly lowered plasma triglyceride (TG) levels as explained by reduced hepatic very-low-density lipoprotein (VLDL)-TG production as well as increased TG-derived fatty acid uptake by brown and white adipose tissue which was coupled to enhanced hepatic uptake of core VLDL remnants. Combined GIPR/GLP1R agonism attenuates atherosclerosis severity by diminishing inflammation and increasing VLDL turnover. We anticipate that combined GIPR/GLP1R agonism is a promising strategy to lower cardiometabolic risk in humans.","",""
0,"Rachel Wilf-Miron, Vicki Myers, Mor Saban, Ilya Novikov, Lizie Kimron, Arnona Ziv, Ofra Kalter-Leibovici","Inequalities in end-stage renal disease: underprivileged and ethnic minority members are at higher risk.",2023,"International journal of epidemiology","","","",656,"2023-04-11 18:38:36","Journal Article","10.1093/ije/dyad031","1464-3685","",,,,,0,0.00,0,7,1,"Incidence of end-stage renal disease (ESRD) is higher in Israel than the European average. Socio-economic differences in ESRD have been reported globally, but many countries lack a national register. Using national data, we assessed which socio-demographic factors are associated with 5-year incidence of ESRD in Israel, where there is universal access to renal replacement therapy (RRT). Data on all incident ESRD cases aged ≥20 years receiving chronic RRT between 1 January 2014 and 31 December 2018 (N = 7883) were collected from Israel's National Dialysis & Renal Transplant Register. Individual-level data on ESRD cases requiring RRT included residential area, age, gender, ethnicity (Jewish or Arab) and ESRD cause (diabetes, other, unknown/missing). Area-level data included age and sex distribution, socio-economic status (SES) and proportion of Arab population. The associations between individual-level socio-demographic characteristics and ESRD cause were tested in bivariate comparisons. The risk of developing ESRD during the study period (from all and specific causes) was estimated using multiple Poisson regression models with negative binomial distribution, using four parameters, namely sex, ethnicity, SES category and age strata, based on area-level distribution of these parameters, and with the whole population (aged ≥20 years) as the denominator. A socio-economic gradient was seen for ESRD from all causes, more marked for diabetic aetiology [rate ratio (RR)=0.45, 95% CI: 0.39-0.52 highest vs lowest SES categories] than from other (RR = 0.64, 95% CI: 0.55-0.75) or unknown cause (RR = 0.79, 95% CI: 0. 62-0.99). Based on population area-level data, predominantly Arab neighbourhoods showed higher risk for ESRD requiring RRT for all causes, with the strongest association for diabetes (RR = 1.69, 95% CI: 1.53-1.86) adjusted for SES, age and sex. A strong socio-economic gradient was demonstrated for ESRD requiring RRT. Arab ethnicity was associated with higher risk for ESRD, especially due to diabetes. Our findings suggest the need for allocation of health resources according to needs and culturally appropriate interventions for improving control of modifiable risk factors for chronic renal failure.","",""
0,"Marynéa Silva do Vale, Patrícia Franco Marques, Milady Cutrim Vieira Cavalcante, Mateus Noleto Brito, Alcione Miranda Dos Santos, Natalino Salgado-Filho, José Luiz M B Duarte","Renal deficit and associated factors in children born with low birth weight.",2023,"Jornal brasileiro de nefrologia","","","",657,"2023-04-11 18:38:36","Journal Article","10.1590/2175-8239-JBN-2022-0154en","2175-8239","",,,,,0,0.00,0,7,1,"Kidney problems may be due to low birth weight alone or may occur in association with other conditions. The objective this study was to evaluate the association between maternal and birth characteristics, anthropometric measurements, and kidney function deficit in low birth weight infants. Cross-sectional study with children who were born weighing < 2500 grams and were under outpatient follow-up. Maternal factors investigated were prenatal care and presence of hypertension, diabetes, and infection during pregnancy. The children's variables were sex, gestational age, birth weight, Apgar score, use of nephrotoxic medications, age, body weight at the time of evaluation, height, and serum creatinine and cystatin C dosages. The glomerular filtration rate (GFR) was estimated with the combined Zapittelli equation. Multivariate logistic regression model was used for identification of associated factors, with renal function deficit (GFR < 60 mL/min/1.73 m2) as the dependent variable. Of the 154 children evaluated, 34.42% had kidney function deficit. Most of them had a gestational age > 32 weeks (56.6%), a mean birth weight of 1439.7 grams, and mean estimated GFR of 46.9 ± 9.3 mL/min/1.73 m2. There was a significant association of GFR < 60 mL/min/1.73 m2 with children's current weight and use of nephrotoxic drugs. Children born with low birth weight had a high prevalence of kidney function deficit and current normal weight was a protective factor while the use of nephrotoxic drugs during perinatal period increased the chance of kidney deficit. These findings reinforce the need to evaluate the kidney function in these children, especially those who use nephrotoxic drugs.","",""
